dep,jour,pop,p,cl_age90
18,2020-06-26,19265.00,0,89
18,2020-06-26,5678.00,0,90
19,2020-06-26,240336.00,1,0
19,2020-06-26,21838.00,0,09
19,2020-06-26,26308.00,0,19
19,2020-06-26,20570.00,0,29
19,2020-06-26,24486.00,0,39
19,2020-06-26,29167.00,0,49
19,2020-06-26,33019.00,0,59
19,2020-06-26,35896.00,1,69
19,2020-06-26,26854.00,0,79
19,2020-06-26,17025.00,0,89
19,2020-06-26,5173.00,0,90
21,2020-06-26,532886.00,2,0
21,2020-06-26,55209.00,0,09
21,2020-06-26,66424.00,0,19
21,2020-06-26,65446.00,0,29
21,2020-06-26,62868.00,0,39
21,2020-06-26,65826.00,0,49
21,2020-06-26,68688.00,0,59
21,2020-06-26,65804.00,1,69
21,2020-06-26,47831.00,0,79
21,2020-06-26,26613.00,1,89
21,2020-06-26,8177.00,0,90
22,2020-06-26,596186.00,2,0
22,2020-06-26,60105.00,0,09
22,2020-06-26,71112.00,0,19
22,2020-06-26,47869.00,0,29
22,2020-06-26,60806.00,0,39
22,2020-06-26,72804.00,2,49
22,2020-06-26,80453.00,0,59
22,2020-06-26,87705.00,0,69
22,2020-06-26,65033.00,0,79
22,2020-06-26,39485.00,0,89
22,2020-06-26,10814.00,0,90
23,2020-06-26,116270.00,0,0
23,2020-06-26,9350.00,0,09
23,2020-06-26,11416.00,0,19
23,2020-06-26,8677.00,0,29
23,2020-06-26,10711.00,0,39
23,2020-06-26,13371.00,0,49
23,2020-06-26,17031.00,0,59
23,2020-06-26,19670.00,0,69
23,2020-06-26,14101.00,0,79
23,2020-06-26,9035.00,0,89
23,2020-06-26,2908.00,0,90
24,2020-06-26,408393.00,0,0
24,2020-06-26,34586.00,0,09
24,2020-06-26,41844.00,0,19
24,2020-06-26,31012.00,0,29
24,2020-06-26,39189.00,0,39
24,2020-06-26,48292.00,0,49
24,2020-06-26,59110.00,0,59
24,2020-06-26,65680.00,0,69
24,2020-06-26,50042.00,0,79
24,2020-06-26,30005.00,0,89
24,2020-06-26,8633.00,0,90
25,2020-06-26,539449.00,2,0
25,2020-06-26,63078.00,0,09
25,2020-06-26,69504.00,0,19
25,2020-06-26,63251.00,0,29
25,2020-06-26,67253.00,0,39
25,2020-06-26,67339.00,1,49
25,2020-06-26,67781.00,0,59
25,2020-06-26,61909.00,0,69
25,2020-06-26,46274.00,1,79
25,2020-06-26,26436.00,0,89
25,2020-06-26,6624.00,0,90
26,2020-06-26,520560.00,4,0
26,2020-06-26,60041.00,0,09
26,2020-06-26,65032.00,0,19
26,2020-06-26,47993.00,3,29
26,2020-06-26,62462.00,0,39
26,2020-06-26,65055.00,0,49
26,2020-06-26,69283.00,1,59
26,2020-06-26,65868.00,0,69
26,2020-06-26,49938.00,0,79
26,2020-06-26,27431.00,0,89
26,2020-06-26,7457.00,0,90
27,2020-06-26,600687.00,4,0
27,2020-06-26,72945.00,0,09
27,2020-06-26,78800.00,1,19
27,2020-06-26,55557.00,0,29
27,2020-06-26,73301.00,1,39
27,2020-06-26,80019.00,0,49
27,2020-06-26,80762.00,1,59
27,2020-06-26,75116.00,0,69
27,2020-06-26,50201.00,0,79
27,2020-06-26,26722.00,1,89
27,2020-06-26,7264.00,0,90
28,2020-06-26,429425.00,3,0
28,2020-06-26,51917.00,0,09
28,2020-06-26,54349.00,0,19
28,2020-06-26,39348.00,2,29
28,2020-06-26,51269.00,0,39
28,2020-06-26,55770.00,0,49
28,2020-06-26,57755.00,0,59
28,2020-06-26,53420.00,0,69
28,2020-06-26,36880.00,0,79
28,2020-06-26,21607.00,1,89
28,2020-06-26,7110.00,0,90
29,2020-06-26,906554.00,1,0
29,2020-06-26,91260.00,0,09
29,2020-06-26,110072.00,0,19
29,2020-06-26,90029.00,0,29
29,2020-06-26,99828.00,0,39
29,2020-06-26,113799.00,0,49
29,2020-06-26,123509.00,0,59
29,2020-06-26,124507.00,0,69
29,2020-06-26,86506.00,1,79
29,2020-06-26,53501.00,0,89
29,2020-06-26,13543.00,0,90
2A,2020-06-26,162421.00,1,0
2A,2020-06-26,15993.00,0,09
2A,2020-06-26,15637.00,0,19
2A,2020-06-26,14253.00,0,29
2A,2020-06-26,20657.00,0,39
2A,2020-06-26,22044.00,0,49
2A,2020-06-26,23268.00,0,59
2A,2020-06-26,21273.00,0,69
2A,2020-06-26,17664.00,1,79
2A,2020-06-26,9431.00,0,89
2A,2020-06-26,2201.00,0,90
2B,2020-06-26,182258.00,0,0
2B,2020-06-26,17751.00,0,09
2B,2020-06-26,19174.00,0,19
2B,2020-06-26,19108.00,0,29
2B,2020-06-26,22967.00,0,39
2B,2020-06-26,23161.00,0,49
2B,2020-06-26,24702.00,0,59
2B,2020-06-26,23822.00,0,69
2B,2020-06-26,19021.00,0,79
2B,2020-06-26,9974.00,0,89
2B,2020-06-26,2578.00,0,90
30,2020-06-26,748468.00,11,0
30,2020-06-26,80627.00,2,09
30,2020-06-26,89988.00,2,19
30,2020-06-26,70111.00,1,29
30,2020-06-26,84369.00,1,39
30,2020-06-26,91908.00,1,49
30,2020-06-26,103521.00,3,59
30,2020-06-26,101426.00,0,69
30,2020-06-26,75841.00,1,79
30,2020-06-26,39145.00,0,89
30,2020-06-26,11532.00,0,90
31,2020-06-26,1400935.00,9,0
31,2020-06-26,162716.00,0,09
31,2020-06-26,173034.00,1,19
31,2020-06-26,203669.00,3,29
31,2020-06-26,194920.00,1,39
31,2020-06-26,184340.00,2,49
31,2020-06-26,174175.00,0,59
31,2020-06-26,138032.00,1,69
31,2020-06-26,99121.00,0,79
31,2020-06-26,54891.00,0,89
31,2020-06-26,16037.00,0,90
32,2020-06-26,190040.00,0,0
32,2020-06-26,17273.00,0,09
32,2020-06-26,20308.00,0,19
32,2020-06-26,13901.00,0,29
32,2020-06-26,18813.00,0,39
32,2020-06-26,23258.00,0,49
32,2020-06-26,27973.00,0,59
32,2020-06-26,28863.00,0,69
32,2020-06-26,21621.00,0,79
32,2020-06-26,13621.00,0,89
32,2020-06-26,4409.00,0,90
33,2020-06-26,1633440.00,2,0
33,2020-06-26,178791.00,0,09
33,2020-06-26,201526.00,0,19
33,2020-06-26,203592.00,2,29
33,2020-06-26,211536.00,0,39
33,2020-06-26,220133.00,0,49
33,2020-06-26,205186.00,0,59
33,2020-06-26,185359.00,0,69
33,2020-06-26,133693.00,0,79
33,2020-06-26,71879.00,0,89
33,2020-06-26,21745.00,0,90
34,2020-06-26,1176145.00,7,0
34,2020-06-26,127187.00,1,09
34,2020-06-26,141071.00,0,19
34,2020-06-26,143808.00,2,29
34,2020-06-26,142491.00,2,39
34,2020-06-26,145553.00,2,49
34,2020-06-26,147241.00,0,59
34,2020-06-26,141237.00,0,69
34,2020-06-26,111994.00,0,79
34,2020-06-26,59127.00,0,89
34,2020-06-26,16436.00,0,90
35,2020-06-26,1082073.00,0,0
35,2020-06-26,127994.00,0,09
35,2020-06-26,146435.00,0,19
35,2020-06-26,134018.00,0,29
35,2020-06-26,136675.00,0,39
35,2020-06-26,143253.00,0,49
35,2020-06-26,135357.00,0,59
35,2020-06-26,115014.00,0,69
35,2020-06-26,80889.00,0,79
35,2020-06-26,49168.00,0,89
35,2020-06-26,13270.00,0,90
36,2020-06-26,217139.00,1,0
36,2020-06-26,19573.00,0,09
36,2020-06-26,23378.00,0,19
36,2020-06-26,17860.00,0,29
36,2020-06-26,20646.00,0,39
36,2020-06-26,25665.00,0,49
36,2020-06-26,30627.00,0,59
36,2020-06-26,33542.00,0,69
36,2020-06-26,25356.00,0,79
36,2020-06-26,15905.00,0,89
36,2020-06-26,4587.00,1,90
37,2020-06-26,605380.00,2,0
37,2020-06-26,66288.00,0,09
37,2020-06-26,75834.00,0,19
37,2020-06-26,65190.00,0,29
37,2020-06-26,71384.00,1,39
37,2020-06-26,75823.00,1,49
37,2020-06-26,77908.00,0,59
37,2020-06-26,75172.00,0,69
37,2020-06-26,54650.00,0,79
37,2020-06-26,32803.00,0,89
37,2020-06-26,10328.00,0,90
38,2020-06-26,1264979.00,4,0
38,2020-06-26,152039.00,0,09
38,2020-06-26,167938.00,0,19
38,2020-06-26,142223.00,1,29
38,2020-06-26,156507.00,0,39
38,2020-06-26,166838.00,0,49
38,2020-06-26,165540.00,2,59
38,2020-06-26,141349.00,0,69
38,2020-06-26,102238.00,1,79
38,2020-06-26,55285.00,0,89
38,2020-06-26,15022.00,0,90
39,2020-06-26,257849.00,1,0
39,2020-06-26,26892.00,0,09
39,2020-06-26,30747.00,0,19
39,2020-06-26,22512.00,0,29
39,2020-06-26,28552.00,0,39
39,2020-06-26,32094.00,0,49
39,2020-06-26,36427.00,0,59
39,2020-06-26,34733.00,0,69
39,2020-06-26,26160.00,0,79
39,2020-06-26,15147.00,0,89
39,2020-06-26,4585.00,1,90
40,2020-06-26,411979.00,5,0
40,2020-06-26,40045.00,2,09
40,2020-06-26,45099.00,0,19
40,2020-06-26,32646.00,0,29
40,2020-06-26,45849.00,0,39
40,2020-06-26,54129.00,1,49
40,2020-06-26,58062.00,1,59
40,2020-06-26,59484.00,1,69
40,2020-06-26,44613.00,0,79
40,2020-06-26,25189.00,0,89
40,2020-06-26,6863.00,0,90
41,2020-06-26,327835.00,0,0
41,2020-06-26,33836.00,0,09
41,2020-06-26,39117.00,0,19
41,2020-06-26,27982.00,0,29
41,2020-06-26,34921.00,0,39
41,2020-06-26,40911.00,0,49
41,2020-06-26,45162.00,0,59
41,2020-06-26,45413.00,0,69
41,2020-06-26,32934.00,0,79
41,2020-06-26,21179.00,0,89
41,2020-06-26,6380.00,0,90
42,2020-06-26,764737.00,4,0
42,2020-06-26,89470.00,0,09
42,2020-06-26,96579.00,0,19
42,2020-06-26,80497.00,0,29
42,2020-06-26,87478.00,1,39
42,2020-06-26,93717.00,1,49
42,2020-06-26,96985.00,0,59
42,2020-06-26,92054.00,1,69
42,2020-06-26,72406.00,1,79
42,2020-06-26,43019.00,0,89
42,2020-06-26,12532.00,0,90
43,2020-06-26,226901.00,0,0
43,2020-06-26,22726.00,0,09
43,2020-06-26,26933.00,0,19
43,2020-06-26,19093.00,0,29
43,2020-06-26,24155.00,0,39
43,2020-06-26,28786.00,0,49
43,2020-06-26,32117.00,0,59
43,2020-06-26,32289.00,0,69
43,2020-06-26,23260.00,0,79
43,2020-06-26,13770.00,0,89
43,2020-06-26,3772.00,0,90
44,2020-06-26,1437137.00,4,0
44,2020-06-26,175752.00,2,09
44,2020-06-26,187929.00,0,19
44,2020-06-26,167592.00,1,29
44,2020-06-26,190072.00,0,39
44,2020-06-26,190724.00,0,49
44,2020-06-26,177335.00,1,59
44,2020-06-26,158571.00,0,69
44,2020-06-26,109987.00,0,79
44,2020-06-26,61831.00,0,89
44,2020-06-26,17344.00,0,90
45,2020-06-26,682890.00,6,0
45,2020-06-26,83183.00,0,09
45,2020-06-26,89162.00,0,19
45,2020-06-26,72752.00,2,29
45,2020-06-26,82596.00,2,39
45,2020-06-26,87117.00,2,49
45,2020-06-26,87500.00,0,59
45,2020-06-26,80255.00,0,69
45,2020-06-26,57662.00,0,79
45,2020-06-26,33465.00,0,89
45,2020-06-26,9198.00,0,90
46,2020-06-26,173166.00,0,0
46,2020-06-26,14534.00,0,09
46,2020-06-26,17327.00,0,19
46,2020-06-26,12936.00,0,29
46,2020-06-26,16429.00,0,39
46,2020-06-26,19814.00,0,49
46,2020-06-26,24719.00,0,59
46,2020-06-26,28282.00,0,69
46,2020-06-26,21745.00,0,79
46,2020-06-26,13027.00,0,89
46,2020-06-26,4353.00,0,90
47,2020-06-26,330336.00,1,0
47,2020-06-26,33156.00,0,09
47,2020-06-26,36834.00,0,19
47,2020-06-26,28435.00,0,29
47,2020-06-26,35714.00,1,39
47,2020-06-26,38760.00,0,49
47,2020-06-26,45512.00,0,59
47,2020-06-26,47036.00,0,69
47,2020-06-26,36563.00,0,79
47,2020-06-26,21707.00,0,89
47,2020-06-26,6619.00,0,90
48,2020-06-26,76286.00,0,0
48,2020-06-26,6983.00,0,09
48,2020-06-26,8599.00,0,19
48,2020-06-26,7003.00,0,29
48,2020-06-26,7892.00,0,39
48,2020-06-26,9437.00,0,49
48,2020-06-26,10818.00,0,59
48,2020-06-26,11069.00,0,69
48,2020-06-26,7939.00,0,79
48,2020-06-26,4982.00,0,89
48,2020-06-26,1564.00,0,90
49,2020-06-26,815881.00,7,0
49,2020-06-26,91261.00,1,09
49,2020-06-26,112901.00,1,19
49,2020-06-26,89587.00,2,29
49,2020-06-26,95013.00,2,39
49,2020-06-26,102005.00,0,49
49,2020-06-26,102416.00,1,59
49,2020-06-26,96660.00,0,69
49,2020-06-26,67943.00,0,79
49,2020-06-26,43315.00,0,89
49,2020-06-26,14780.00,0,90
50,2020-06-26,490669.00,0,0
50,2020-06-26,49168.00,0,09
50,2020-06-26,56234.00,0,19
50,2020-06-26,43715.00,0,29
50,2020-06-26,52724.00,0,39
50,2020-06-26,58061.00,0,49
50,2020-06-26,68673.00,0,59
50,2020-06-26,69331.00,0,69
50,2020-06-26,50559.00,0,79
50,2020-06-26,32934.00,0,89
50,2020-06-26,9270.00,0,90
51,2020-06-26,563823.00,0,0
51,2020-06-26,64752.00,0,09
51,2020-06-26,71943.00,0,19
51,2020-06-26,68195.00,0,29
51,2020-06-26,69338.00,0,39
51,2020-06-26,70406.00,0,49
51,2020-06-26,72009.00,0,59
51,2020-06-26,67019.00,0,69
51,2020-06-26,47029.00,0,79
51,2020-06-26,26142.00,0,89
51,2020-06-26,6990.00,0,90
52,2020-06-26,169250.00,0,0
52,2020-06-26,16554.00,0,09
52,2020-06-26,18311.00,0,19
52,2020-06-26,16085.00,0,29
52,2020-06-26,17980.00,0,39
52,2020-06-26,19980.00,0,49
52,2020-06-26,24288.00,0,59
52,2020-06-26,24972.00,0,69
52,2020-06-26,17509.00,0,79
52,2020-06-26,10711.00,0,89
52,2020-06-26,2860.00,0,90
53,2020-06-26,305365.00,2,0
53,2020-06-26,34882.00,0,09
53,2020-06-26,39986.00,0,19
53,2020-06-26,28248.00,1,29
53,2020-06-26,33591.00,1,39
53,2020-06-26,38239.00,0,49
53,2020-06-26,40380.00,0,59
53,2020-06-26,38731.00,0,69
53,2020-06-26,27234.00,0,79
53,2020-06-26,18329.00,0,89
53,2020-06-26,5745.00,0,90
54,2020-06-26,730398.00,6,0
54,2020-06-26,79209.00,0,09
54,2020-06-26,91484.00,0,19
54,2020-06-26,94161.00,1,29
54,2020-06-26,91468.00,1,39
54,2020-06-26,89778.00,2,49
54,2020-06-26,92748.00,1,59
54,2020-06-26,87766.00,1,69
54,2020-06-26,58778.00,0,79
54,2020-06-26,36017.00,0,89
54,2020-06-26,8989.00,0,90
55,2020-06-26,181641.00,0,0
55,2020-06-26,19060.00,0,09
55,2020-06-26,21315.00,0,19
55,2020-06-26,17068.00,0,29
55,2020-06-26,20573.00,0,39
55,2020-06-26,22189.00,0,49
55,2020-06-26,25507.00,0,59
55,2020-06-26,26010.00,0,69
55,2020-06-26,16897.00,0,79
55,2020-06-26,10354.00,0,89
55,2020-06-26,2668.00,0,90
56,2020-06-26,755566.00,4,0
56,2020-06-26,76812.00,1,09
56,2020-06-26,89841.00,0,19
56,2020-06-26,64396.00,0,29
56,2020-06-26,80891.00,1,39
56,2020-06-26,94257.00,0,49
56,2020-06-26,103556.00,2,59
56,2020-06-26,109483.00,0,69
56,2020-06-26,78474.00,0,79
56,2020-06-26,45846.00,0,89
56,2020-06-26,12010.00,0,90
57,2020-06-26,1035866.00,8,0
57,2020-06-26,111345.00,0,09
57,2020-06-26,118336.00,0,19
57,2020-06-26,111147.00,2,29
57,2020-06-26,132378.00,2,39
57,2020-06-26,131505.00,1,49
57,2020-06-26,147461.00,3,59
57,2020-06-26,135878.00,0,69
57,2020-06-26,85112.00,0,79
57,2020-06-26,51288.00,0,89
57,2020-06-26,11416.00,0,90
58,2020-06-26,199596.00,1,0
58,2020-06-26,17430.00,0,09
58,2020-06-26,20761.00,0,19
58,2020-06-26,15489.00,0,29
58,2020-06-26,18995.00,0,39
58,2020-06-26,22646.00,0,49
58,2020-06-26,27780.00,1,59
58,2020-06-26,32637.00,0,69
58,2020-06-26,24372.00,0,79
58,2020-06-26,14937.00,0,89
58,2020-06-26,4549.00,0,90
59,2020-06-26,2588988.00,35,0
59,2020-06-26,325817.00,4,09
59,2020-06-26,349653.00,4,19
59,2020-06-26,329952.00,4,29
59,2020-06-26,335101.00,9,39
59,2020-06-26,326530.00,4,49
59,2020-06-26,320261.00,4,59
59,2020-06-26,285720.00,1,69
59,2020-06-26,184388.00,5,79
59,2020-06-26,105642.00,0,89
59,2020-06-26,25924.00,0,90
60,2020-06-26,825077.00,3,0
60,2020-06-26,105005.00,0,09
60,2020-06-26,109771.00,0,19
60,2020-06-26,86945.00,1,29
60,2020-06-26,106081.00,0,39
60,2020-06-26,111306.00,1,49
60,2020-06-26,110477.00,0,59
60,2020-06-26,95477.00,0,69
60,2020-06-26,60846.00,1,79
60,2020-06-26,31232.00,0,89
60,2020-06-26,7937.00,0,90
61,2020-06-26,276903.00,3,0
61,2020-06-26,27454.00,0,09
61,2020-06-26,32376.00,0,19
61,2020-06-26,23921.00,0,29
61,2020-06-26,27860.00,0,39
61,2020-06-26,32672.00,0,49
61,2020-06-26,38069.00,0,59
61,2020-06-26,40286.00,0,69
61,2020-06-26,29441.00,2,79
61,2020-06-26,19119.00,0,89
61,2020-06-26,5705.00,1,90
62,2020-06-26,1452778.00,19,0
62,2020-06-26,175077.00,1,09
62,2020-06-26,192152.00,4,19
62,2020-06-26,155051.00,2,29
62,2020-06-26,181223.00,5,39
62,2020-06-26,185396.00,1,49
62,2020-06-26,188804.00,1,59
62,2020-06-26,181141.00,3,69
62,2020-06-26,113951.00,2,79
62,2020-06-26,64319.00,0,89
62,2020-06-26,15664.00,0,90
63,2020-06-26,660240.00,0,0
63,2020-06-26,68489.00,0,09
63,2020-06-26,79191.00,0,19
63,2020-06-26,75092.00,0,29
63,2020-06-26,77930.00,0,39
63,2020-06-26,83111.00,0,49
63,2020-06-26,86381.00,0,59
63,2020-06-26,84468.00,0,69
63,2020-06-26,61456.00,0,79
63,2020-06-26,34498.00,0,89
63,2020-06-26,9624.00,0,90
64,2020-06-26,683169.00,1,0
64,2020-06-26,67302.00,0,09
64,2020-06-26,77643.00,0,19
64,2020-06-26,63354.00,0,29
64,2020-06-26,78556.00,0,39
64,2020-06-26,87908.00,0,49
64,2020-06-26,94942.00,0,59
64,2020-06-26,90129.00,1,69
64,2020-06-26,68265.00,0,79
64,2020-06-26,42654.00,0,89
64,2020-06-26,12416.00,0,90
65,2020-06-26,226839.00,1,0
65,2020-06-26,20120.00,0,09
65,2020-06-26,24719.00,0,19
65,2020-06-26,19425.00,1,29
65,2020-06-26,22948.00,0,39
65,2020-06-26,26998.00,0,49
65,2020-06-26,32331.00,0,59
65,2020-06-26,34306.00,0,69
65,2020-06-26,25355.00,0,79
65,2020-06-26,15874.00,0,89
65,2020-06-26,4763.00,0,90
66,2020-06-26,479000.00,0,0
66,2020-06-26,48883.00,0,09
66,2020-06-26,53353.00,0,19
66,2020-06-26,42808.00,0,29
66,2020-06-26,51091.00,0,39
66,2020-06-26,57577.00,0,49
66,2020-06-26,63924.00,0,59
66,2020-06-26,66386.00,0,69
66,2020-06-26,55486.00,0,79
66,2020-06-26,30698.00,0,89
66,2020-06-26,8794.00,0,90
67,2020-06-26,1132607.00,3,0
67,2020-06-26,122957.00,0,09
67,2020-06-26,135148.00,0,19
67,2020-06-26,141488.00,0,29
67,2020-06-26,143902.00,0,39
67,2020-06-26,144948.00,0,49
67,2020-06-26,155713.00,0,59
67,2020-06-26,137001.00,0,69
67,2020-06-26,87712.00,1,79
67,2020-06-26,51381.00,1,89
67,2020-06-26,12357.00,1,90
68,2020-06-26,763204.00,5,0
68,2020-06-26,85912.00,1,09
68,2020-06-26,89905.00,0,19
68,2020-06-26,78096.00,0,29
68,2020-06-26,94190.00,1,39
68,2020-06-26,100879.00,0,49
68,2020-06-26,108273.00,0,59
68,2020-06-26,96611.00,1,69
68,2020-06-26,63975.00,1,79
68,2020-06-26,36716.00,1,89
68,2020-06-26,8647.00,0,90
69,2020-06-26,1876051.00,18,0
69,2020-06-26,236754.00,0,09
69,2020-06-26,241388.00,4,19
69,2020-06-26,267382.00,5,29
69,2020-06-26,255779.00,1,39
69,2020-06-26,235508.00,1,49
69,2020-06-26,220390.00,3,59
69,2020-06-26,179326.00,0,69
69,2020-06-26,136780.00,2,79
69,2020-06-26,79378.00,1,89
69,2020-06-26,23366.00,1,90
70,2020-06-26,233194.00,0,0
70,2020-06-26,24220.00,0,09
70,2020-06-26,28206.00,0,19
70,2020-06-26,19489.00,0,29
70,2020-06-26,25822.00,0,39
70,2020-06-26,29753.00,0,49
70,2020-06-26,33090.00,0,59
70,2020-06-26,32926.00,0,69
70,2020-06-26,23536.00,0,79
70,2020-06-26,12851.00,0,89
70,2020-06-26,3301.00,0,90
71,2020-06-26,547824.00,1,0
71,2020-06-26,55476.00,0,09
71,2020-06-26,61913.00,0,19
71,2020-06-26,45987.00,0,29
71,2020-06-26,58219.00,1,39
71,2020-06-26,65377.00,0,49
71,2020-06-26,76338.00,0,59
71,2020-06-26,78024.00,0,69
71,2020-06-26,60117.00,0,79
71,2020-06-26,35767.00,0,89
71,2020-06-26,10606.00,0,90
72,2020-06-26,560227.00,1,0
72,2020-06-26,63602.00,0,09
72,2020-06-26,72034.00,0,19
72,2020-06-26,55253.00,0,29
72,2020-06-26,61693.00,0,39
72,2020-06-26,69750.00,1,49
72,2020-06-26,73282.00,0,59
72,2020-06-26,72118.00,0,69
72,2020-06-26,51143.00,0,79
72,2020-06-26,31996.00,0,89
72,2020-06-26,9356.00,0,90
73,2020-06-26,432548.00,0,0
73,2020-06-26,47262.00,0,09
73,2020-06-26,51084.00,0,19
73,2020-06-26,43688.00,0,29
73,2020-06-26,52325.00,0,39
73,2020-06-26,57492.00,0,49
73,2020-06-26,59925.00,0,59
73,2020-06-26,53862.00,0,69
73,2020-06-26,38517.00,0,79
73,2020-06-26,22041.00,0,89
73,2020-06-26,6352.00,0,90
74,2020-06-26,828405.00,5,0
74,2020-06-26,104882.00,1,09
74,2020-06-26,98955.00,0,19
74,2020-06-26,88234.00,1,29
74,2020-06-26,121243.00,0,39
74,2020-06-26,117006.00,2,49
74,2020-06-26,110349.00,0,59
74,2020-06-26,85386.00,1,69
74,2020-06-26,61775.00,0,79
74,2020-06-26,31929.00,0,89
74,2020-06-26,8646.00,0,90
75,2020-06-26,2148271.00,21,0
75,2020-06-26,198578.00,0,09
75,2020-06-26,208074.00,0,19
75,2020-06-26,386230.00,5,29
75,2020-06-26,332595.00,2,39
75,2020-06-26,277369.00,4,49
75,2020-06-26,259307.00,7,59
75,2020-06-26,213755.00,0,69
75,2020-06-26,163119.00,2,79
75,2020-06-26,82607.00,1,89
75,2020-06-26,26637.00,0,90
76,2020-06-26,1243788.00,10,0
76,2020-06-26,145855.00,1,09
76,2020-06-26,158113.00,0,19
76,2020-06-26,142048.00,1,29
76,2020-06-26,152559.00,3,39
76,2020-06-26,151379.00,1,49
76,2020-06-26,159079.00,1,59
76,2020-06-26,152712.00,1,69
76,2020-06-26,105179.00,2,79
76,2020-06-26,59968.00,0,89
76,2020-06-26,16896.00,0,90
77,2020-06-26,1423607.00,13,0
77,2020-06-26,193962.00,1,09
77,2020-06-26,198063.00,4,19
77,2020-06-26,165327.00,2,29
77,2020-06-26,192425.00,1,39
77,2020-06-26,196727.00,1,49
77,2020-06-26,185341.00,1,59
77,2020-06-26,143322.00,0,69
77,2020-06-26,90874.00,1,79
77,2020-06-26,45594.00,2,89
77,2020-06-26,11972.00,0,90
78,2020-06-26,1448625.00,20,0
78,2020-06-26,190620.00,0,09
78,2020-06-26,195194.00,3,19
78,2020-06-26,157603.00,4,29
78,2020-06-26,184091.00,1,39
78,2020-06-26,202141.00,1,49
78,2020-06-26,192045.00,1,59
78,2020-06-26,146820.00,2,69
78,2020-06-26,105652.00,7,79
78,2020-06-26,58798.00,1,89
78,2020-06-26,15661.00,0,90
79,2020-06-26,372627.00,1,0
79,2020-06-26,39632.00,0,09
79,2020-06-26,45474.00,0,19
79,2020-06-26,32422.00,1,29
79,2020-06-26,41182.00,0,39
79,2020-06-26,47239.00,0,49
79,2020-06-26,51600.00,0,59
79,2020-06-26,50265.00,0,69
79,2020-06-26,35645.00,0,79
79,2020-06-26,22415.00,0,89
79,2020-06-26,6753.00,0,90
80,2020-06-26,569769.00,1,0
80,2020-06-26,63540.00,0,09
80,2020-06-26,74671.00,0,19
80,2020-06-26,67500.00,0,29
80,2020-06-26,67453.00,0,39
80,2020-06-26,71182.00,0,49
80,2020-06-26,73570.00,0,59
80,2020-06-26,70734.00,0,69
80,2020-06-26,47445.00,0,79
80,2020-06-26,26365.00,0,89
80,2020-06-26,7309.00,1,90
81,2020-06-26,387898.00,0,0
81,2020-06-26,39182.00,0,09
81,2020-06-26,45691.00,0,19
81,2020-06-26,33077.00,0,29
81,2020-06-26,41434.00,0,39
81,2020-06-26,48581.00,0,49
81,2020-06-26,53768.00,0,59
81,2020-06-26,53163.00,0,69
81,2020-06-26,39537.00,0,79
81,2020-06-26,25720.00,0,89
81,2020-06-26,7745.00,0,90
82,2020-06-26,262618.00,2,0
82,2020-06-26,30151.00,0,09
82,2020-06-26,33408.00,0,19
82,2020-06-26,22971.00,0,29
82,2020-06-26,30052.00,1,39
82,2020-06-26,35032.00,0,49
82,2020-06-26,35322.00,0,59
82,2020-06-26,33551.00,1,69
82,2020-06-26,23831.00,0,79
82,2020-06-26,13997.00,0,89
82,2020-06-26,4303.00,0,90
83,2020-06-26,1073836.00,3,0
83,2020-06-26,108243.00,0,09
83,2020-06-26,115973.00,0,19
83,2020-06-26,95085.00,0,29
83,2020-06-26,120276.00,0,39
83,2020-06-26,131324.00,0,49
83,2020-06-26,145518.00,1,59
83,2020-06-26,146038.00,0,69
83,2020-06-26,125510.00,2,79
83,2020-06-26,68179.00,0,89
83,2020-06-26,17690.00,0,90
84,2020-06-26,560997.00,0,0
84,2020-06-26,63998.00,0,09
84,2020-06-26,68213.00,0,19
84,2020-06-26,54685.00,0,29
84,2020-06-26,63922.00,0,39
84,2020-06-26,70030.00,0,49
84,2020-06-26,77217.00,0,59
84,2020-06-26,71634.00,0,69
84,2020-06-26,53880.00,0,79
84,2020-06-26,29528.00,0,89
84,2020-06-26,7890.00,0,90
85,2020-06-26,683187.00,0,0
85,2020-06-26,71997.00,0,09
85,2020-06-26,83165.00,0,19
85,2020-06-26,56960.00,0,29
85,2020-06-26,75720.00,0,39
85,2020-06-26,86574.00,0,49
85,2020-06-26,89803.00,0,59
85,2020-06-26,97061.00,0,69
85,2020-06-26,71401.00,0,79
85,2020-06-26,39912.00,0,89
85,2020-06-26,10594.00,0,90
86,2020-06-26,437398.00,2,0
86,2020-06-26,45553.00,0,09
86,2020-06-26,55809.00,0,19
86,2020-06-26,51459.00,0,29
86,2020-06-26,48717.00,0,39
86,2020-06-26,52927.00,1,49
86,2020-06-26,55357.00,1,59
86,2020-06-26,55709.00,0,69
86,2020-06-26,38886.00,0,79
86,2020-06-26,24916.00,0,89
86,2020-06-26,8065.00,0,90
87,2020-06-26,370774.00,0,0
87,2020-06-26,36125.00,0,09
87,2020-06-26,43048.00,0,19
87,2020-06-26,38136.00,0,29
87,2020-06-26,39312.00,0,39
87,2020-06-26,44763.00,0,49
87,2020-06-26,49746.00,0,59
87,2020-06-26,50526.00,0,69
87,2020-06-26,38447.00,0,79
87,2020-06-26,23291.00,0,89
87,2020-06-26,7380.00,0,90
88,2020-06-26,359520.00,2,0
88,2020-06-26,35081.00,1,09
