dep,jour,pop,p,cl_age90
35,2020-05-15,146435.00,2,19
35,2020-05-15,134018.00,21,29
35,2020-05-15,136675.00,15,39
35,2020-05-15,143253.00,11,49
35,2020-05-15,135357.00,10,59
35,2020-05-15,115014.00,2,69
35,2020-05-15,80889.00,0,79
35,2020-05-15,49168.00,1,89
35,2020-05-15,13270.00,2,90
36,2020-05-15,217139.00,5,0
36,2020-05-15,19573.00,2,09
36,2020-05-15,23378.00,0,19
36,2020-05-15,17860.00,0,29
36,2020-05-15,20646.00,2,39
36,2020-05-15,25665.00,0,49
36,2020-05-15,30627.00,0,59
36,2020-05-15,33542.00,0,69
36,2020-05-15,25356.00,0,79
36,2020-05-15,15905.00,1,89
36,2020-05-15,4587.00,0,90
37,2020-05-15,605380.00,8,0
37,2020-05-15,66288.00,0,09
37,2020-05-15,75834.00,0,19
37,2020-05-15,65190.00,1,29
37,2020-05-15,71384.00,2,39
37,2020-05-15,75823.00,1,49
37,2020-05-15,77908.00,0,59
37,2020-05-15,75172.00,1,69
37,2020-05-15,54650.00,1,79
37,2020-05-15,32803.00,0,89
37,2020-05-15,10328.00,2,90
38,2020-05-15,1264979.00,5,0
38,2020-05-15,152039.00,0,09
38,2020-05-15,167938.00,0,19
38,2020-05-15,142223.00,1,29
38,2020-05-15,156507.00,1,39
38,2020-05-15,166838.00,0,49
38,2020-05-15,165540.00,1,59
38,2020-05-15,141349.00,1,69
38,2020-05-15,102238.00,1,79
38,2020-05-15,55285.00,0,89
38,2020-05-15,15022.00,0,90
39,2020-05-15,257849.00,6,0
39,2020-05-15,26892.00,0,09
39,2020-05-15,30747.00,0,19
39,2020-05-15,22512.00,2,29
39,2020-05-15,28552.00,0,39
39,2020-05-15,32094.00,1,49
39,2020-05-15,36427.00,0,59
39,2020-05-15,34733.00,1,69
39,2020-05-15,26160.00,0,79
39,2020-05-15,15147.00,0,89
39,2020-05-15,4585.00,2,90
40,2020-05-15,411979.00,0,0
40,2020-05-15,40045.00,0,09
40,2020-05-15,45099.00,0,19
40,2020-05-15,32646.00,0,29
40,2020-05-15,45849.00,0,39
40,2020-05-15,54129.00,0,49
40,2020-05-15,58062.00,0,59
40,2020-05-15,59484.00,0,69
40,2020-05-15,44613.00,0,79
40,2020-05-15,25189.00,0,89
40,2020-05-15,6863.00,0,90
41,2020-05-15,327835.00,4,0
41,2020-05-15,33836.00,0,09
41,2020-05-15,39117.00,0,19
41,2020-05-15,27982.00,0,29
41,2020-05-15,34921.00,0,39
41,2020-05-15,40911.00,1,49
41,2020-05-15,45162.00,1,59
41,2020-05-15,45413.00,0,69
41,2020-05-15,32934.00,0,79
41,2020-05-15,21179.00,2,89
41,2020-05-15,6380.00,0,90
42,2020-05-15,764737.00,7,0
42,2020-05-15,89470.00,1,09
42,2020-05-15,96579.00,2,19
42,2020-05-15,80497.00,0,29
42,2020-05-15,87478.00,1,39
42,2020-05-15,93717.00,0,49
42,2020-05-15,96985.00,2,59
42,2020-05-15,92054.00,1,69
42,2020-05-15,72406.00,0,79
42,2020-05-15,43019.00,0,89
42,2020-05-15,12532.00,0,90
43,2020-05-15,226901.00,0,0
43,2020-05-15,22726.00,0,09
43,2020-05-15,26933.00,0,19
43,2020-05-15,19093.00,0,29
43,2020-05-15,24155.00,0,39
43,2020-05-15,28786.00,0,49
43,2020-05-15,32117.00,0,59
43,2020-05-15,32289.00,0,69
43,2020-05-15,23260.00,0,79
43,2020-05-15,13770.00,0,89
43,2020-05-15,3772.00,0,90
44,2020-05-15,1437137.00,10,0
44,2020-05-15,175752.00,1,09
44,2020-05-15,187929.00,0,19
44,2020-05-15,167592.00,1,29
44,2020-05-15,190072.00,2,39
44,2020-05-15,190724.00,3,49
44,2020-05-15,177335.00,1,59
44,2020-05-15,158571.00,1,69
44,2020-05-15,109987.00,0,79
44,2020-05-15,61831.00,0,89
44,2020-05-15,17344.00,1,90
45,2020-05-15,682890.00,24,0
45,2020-05-15,83183.00,1,09
45,2020-05-15,89162.00,3,19
45,2020-05-15,72752.00,0,29
45,2020-05-15,82596.00,2,39
45,2020-05-15,87117.00,5,49
45,2020-05-15,87500.00,4,59
45,2020-05-15,80255.00,3,69
45,2020-05-15,57662.00,1,79
45,2020-05-15,33465.00,2,89
45,2020-05-15,9198.00,3,90
46,2020-05-15,173166.00,7,0
46,2020-05-15,14534.00,0,09
46,2020-05-15,17327.00,0,19
46,2020-05-15,12936.00,0,29
46,2020-05-15,16429.00,0,39
46,2020-05-15,19814.00,0,49
46,2020-05-15,24719.00,0,59
46,2020-05-15,28282.00,0,69
46,2020-05-15,21745.00,1,79
46,2020-05-15,13027.00,1,89
46,2020-05-15,4353.00,5,90
47,2020-05-15,330336.00,1,0
47,2020-05-15,33156.00,0,09
47,2020-05-15,36834.00,0,19
47,2020-05-15,28435.00,0,29
47,2020-05-15,35714.00,0,39
47,2020-05-15,38760.00,0,49
47,2020-05-15,45512.00,0,59
47,2020-05-15,47036.00,0,69
47,2020-05-15,36563.00,1,79
47,2020-05-15,21707.00,0,89
47,2020-05-15,6619.00,0,90
48,2020-05-15,76286.00,0,0
48,2020-05-15,6983.00,0,09
48,2020-05-15,8599.00,0,19
48,2020-05-15,7003.00,0,29
48,2020-05-15,7892.00,0,39
48,2020-05-15,9437.00,0,49
48,2020-05-15,10818.00,0,59
48,2020-05-15,11069.00,0,69
48,2020-05-15,7939.00,0,79
48,2020-05-15,4982.00,0,89
48,2020-05-15,1564.00,0,90
49,2020-05-15,815881.00,5,0
49,2020-05-15,91261.00,0,09
49,2020-05-15,112901.00,0,19
49,2020-05-15,89587.00,2,29
49,2020-05-15,95013.00,0,39
49,2020-05-15,102005.00,1,49
49,2020-05-15,102416.00,0,59
49,2020-05-15,96660.00,1,69
49,2020-05-15,67943.00,0,79
49,2020-05-15,43315.00,0,89
49,2020-05-15,14780.00,1,90
50,2020-05-15,490669.00,0,0
50,2020-05-15,49168.00,0,09
50,2020-05-15,56234.00,0,19
50,2020-05-15,43715.00,0,29
50,2020-05-15,52724.00,0,39
50,2020-05-15,58061.00,0,49
50,2020-05-15,68673.00,0,59
50,2020-05-15,69331.00,0,69
50,2020-05-15,50559.00,0,79
50,2020-05-15,32934.00,0,89
50,2020-05-15,9270.00,0,90
51,2020-05-15,563823.00,10,0
51,2020-05-15,64752.00,0,09
51,2020-05-15,71943.00,0,19
51,2020-05-15,68195.00,1,29
51,2020-05-15,69338.00,1,39
51,2020-05-15,70406.00,0,49
51,2020-05-15,72009.00,0,59
51,2020-05-15,67019.00,1,69
51,2020-05-15,47029.00,2,79
51,2020-05-15,26142.00,4,89
51,2020-05-15,6990.00,1,90
52,2020-05-15,169250.00,0,0
52,2020-05-15,16554.00,0,09
52,2020-05-15,18311.00,0,19
52,2020-05-15,16085.00,0,29
52,2020-05-15,17980.00,0,39
52,2020-05-15,19980.00,0,49
52,2020-05-15,24288.00,0,59
52,2020-05-15,24972.00,0,69
52,2020-05-15,17509.00,0,79
52,2020-05-15,10711.00,0,89
52,2020-05-15,2860.00,0,90
53,2020-05-15,305365.00,3,0
53,2020-05-15,34882.00,0,09
53,2020-05-15,39986.00,0,19
53,2020-05-15,28248.00,0,29
53,2020-05-15,33591.00,0,39
53,2020-05-15,38239.00,1,49
53,2020-05-15,40380.00,1,59
53,2020-05-15,38731.00,1,69
53,2020-05-15,27234.00,0,79
53,2020-05-15,18329.00,0,89
53,2020-05-15,5745.00,0,90
54,2020-05-15,730398.00,19,0
54,2020-05-15,79209.00,0,09
54,2020-05-15,91484.00,2,19
54,2020-05-15,94161.00,1,29
54,2020-05-15,91468.00,4,39
54,2020-05-15,89778.00,3,49
54,2020-05-15,92748.00,0,59
54,2020-05-15,87766.00,4,69
54,2020-05-15,58778.00,2,79
54,2020-05-15,36017.00,2,89
54,2020-05-15,8989.00,1,90
55,2020-05-15,181641.00,21,0
55,2020-05-15,19060.00,0,09
55,2020-05-15,21315.00,1,19
55,2020-05-15,17068.00,5,29
55,2020-05-15,20573.00,3,39
55,2020-05-15,22189.00,1,49
55,2020-05-15,25507.00,2,59
55,2020-05-15,26010.00,1,69
55,2020-05-15,16897.00,1,79
55,2020-05-15,10354.00,3,89
55,2020-05-15,2668.00,3,90
56,2020-05-15,755566.00,2,0
56,2020-05-15,76812.00,0,09
56,2020-05-15,89841.00,0,19
56,2020-05-15,64396.00,1,29
56,2020-05-15,80891.00,0,39
56,2020-05-15,94257.00,0,49
56,2020-05-15,103556.00,0,59
56,2020-05-15,109483.00,1,69
56,2020-05-15,78474.00,0,79
56,2020-05-15,45846.00,0,89
56,2020-05-15,12010.00,0,90
57,2020-05-15,1035866.00,45,0
57,2020-05-15,111345.00,0,09
57,2020-05-15,118336.00,2,19
57,2020-05-15,111147.00,4,29
57,2020-05-15,132378.00,7,39
57,2020-05-15,131505.00,6,49
57,2020-05-15,147461.00,4,59
57,2020-05-15,135878.00,5,69
57,2020-05-15,85112.00,6,79
57,2020-05-15,51288.00,8,89
57,2020-05-15,11416.00,3,90
58,2020-05-15,199596.00,29,0
58,2020-05-15,17430.00,0,09
58,2020-05-15,20761.00,0,19
58,2020-05-15,15489.00,0,29
58,2020-05-15,18995.00,0,39
58,2020-05-15,22646.00,0,49
58,2020-05-15,27780.00,0,59
58,2020-05-15,32637.00,2,69
58,2020-05-15,24372.00,7,79
58,2020-05-15,14937.00,14,89
58,2020-05-15,4549.00,5,90
59,2020-05-15,2588988.00,30,0
59,2020-05-15,325817.00,1,09
59,2020-05-15,349653.00,2,19
59,2020-05-15,329952.00,5,29
59,2020-05-15,335101.00,1,39
59,2020-05-15,326530.00,6,49
59,2020-05-15,320261.00,2,59
59,2020-05-15,285720.00,3,69
59,2020-05-15,184388.00,4,79
59,2020-05-15,105642.00,4,89
59,2020-05-15,25924.00,2,90
60,2020-05-15,825077.00,25,0
60,2020-05-15,105005.00,1,09
60,2020-05-15,109771.00,1,19
60,2020-05-15,86945.00,0,29
60,2020-05-15,106081.00,1,39
60,2020-05-15,111306.00,1,49
60,2020-05-15,110477.00,4,59
60,2020-05-15,95477.00,0,69
60,2020-05-15,60846.00,3,79
60,2020-05-15,31232.00,7,89
60,2020-05-15,7937.00,7,90
61,2020-05-15,276903.00,7,0
61,2020-05-15,27454.00,0,09
61,2020-05-15,32376.00,0,19
61,2020-05-15,23921.00,0,29
61,2020-05-15,27860.00,0,39
61,2020-05-15,32672.00,1,49
61,2020-05-15,38069.00,0,59
61,2020-05-15,40286.00,1,69
61,2020-05-15,29441.00,1,79
61,2020-05-15,19119.00,3,89
61,2020-05-15,5705.00,1,90
62,2020-05-15,1452778.00,9,0
62,2020-05-15,175077.00,0,09
62,2020-05-15,192152.00,1,19
62,2020-05-15,155051.00,0,29
62,2020-05-15,181223.00,2,39
62,2020-05-15,185396.00,3,49
62,2020-05-15,188804.00,0,59
62,2020-05-15,181141.00,1,69
62,2020-05-15,113951.00,0,79
62,2020-05-15,64319.00,1,89
62,2020-05-15,15664.00,1,90
63,2020-05-15,660240.00,5,0
63,2020-05-15,68489.00,0,09
63,2020-05-15,79191.00,1,19
63,2020-05-15,75092.00,1,29
63,2020-05-15,77930.00,0,39
63,2020-05-15,83111.00,2,49
63,2020-05-15,86381.00,0,59
63,2020-05-15,84468.00,0,69
63,2020-05-15,61456.00,0,79
63,2020-05-15,34498.00,1,89
63,2020-05-15,9624.00,0,90
64,2020-05-15,683169.00,13,0
64,2020-05-15,67302.00,0,09
64,2020-05-15,77643.00,1,19
64,2020-05-15,63354.00,1,29
64,2020-05-15,78556.00,2,39
64,2020-05-15,87908.00,1,49
64,2020-05-15,94942.00,3,59
64,2020-05-15,90129.00,0,69
64,2020-05-15,68265.00,0,79
64,2020-05-15,42654.00,1,89
64,2020-05-15,12416.00,4,90
65,2020-05-15,226839.00,9,0
65,2020-05-15,20120.00,0,09
65,2020-05-15,24719.00,0,19
65,2020-05-15,19425.00,0,29
65,2020-05-15,22948.00,1,39
65,2020-05-15,26998.00,2,49
65,2020-05-15,32331.00,1,59
65,2020-05-15,34306.00,1,69
65,2020-05-15,25355.00,1,79
65,2020-05-15,15874.00,2,89
65,2020-05-15,4763.00,1,90
66,2020-05-15,479000.00,0,0
66,2020-05-15,48883.00,0,09
66,2020-05-15,53353.00,0,19
66,2020-05-15,42808.00,0,29
66,2020-05-15,51091.00,0,39
66,2020-05-15,57577.00,0,49
66,2020-05-15,63924.00,0,59
66,2020-05-15,66386.00,0,69
66,2020-05-15,55486.00,0,79
66,2020-05-15,30698.00,0,89
66,2020-05-15,8794.00,0,90
67,2020-05-15,1132607.00,26,0
67,2020-05-15,122957.00,0,09
67,2020-05-15,135148.00,1,19
67,2020-05-15,141488.00,2,29
67,2020-05-15,143902.00,3,39
67,2020-05-15,144948.00,0,49
67,2020-05-15,155713.00,3,59
67,2020-05-15,137001.00,4,69
67,2020-05-15,87712.00,4,79
67,2020-05-15,51381.00,4,89
67,2020-05-15,12357.00,5,90
68,2020-05-15,763204.00,15,0
68,2020-05-15,85912.00,0,09
68,2020-05-15,89905.00,0,19
68,2020-05-15,78096.00,2,29
68,2020-05-15,94190.00,0,39
68,2020-05-15,100879.00,1,49
68,2020-05-15,108273.00,0,59
68,2020-05-15,96611.00,3,69
68,2020-05-15,63975.00,3,79
68,2020-05-15,36716.00,5,89
68,2020-05-15,8647.00,1,90
69,2020-05-15,1876051.00,27,0
69,2020-05-15,236754.00,1,09
69,2020-05-15,241388.00,1,19
69,2020-05-15,267382.00,5,29
69,2020-05-15,255779.00,4,39
69,2020-05-15,235508.00,2,49
69,2020-05-15,220390.00,2,59
69,2020-05-15,179326.00,1,69
69,2020-05-15,136780.00,3,79
69,2020-05-15,79378.00,2,89
69,2020-05-15,23366.00,6,90
70,2020-05-15,233194.00,2,0
70,2020-05-15,24220.00,0,09
70,2020-05-15,28206.00,0,19
70,2020-05-15,19489.00,1,29
70,2020-05-15,25822.00,0,39
70,2020-05-15,29753.00,0,49
70,2020-05-15,33090.00,0,59
70,2020-05-15,32926.00,0,69
70,2020-05-15,23536.00,1,79
70,2020-05-15,12851.00,0,89
70,2020-05-15,3301.00,0,90
71,2020-05-15,547824.00,9,0
71,2020-05-15,55476.00,0,09
71,2020-05-15,61913.00,1,19
71,2020-05-15,45987.00,0,29
71,2020-05-15,58219.00,2,39
71,2020-05-15,65377.00,1,49
71,2020-05-15,76338.00,2,59
71,2020-05-15,78024.00,0,69
71,2020-05-15,60117.00,1,79
71,2020-05-15,35767.00,2,89
71,2020-05-15,10606.00,0,90
72,2020-05-15,560227.00,7,0
72,2020-05-15,63602.00,0,09
72,2020-05-15,72034.00,0,19
72,2020-05-15,55253.00,0,29
72,2020-05-15,61693.00,2,39
72,2020-05-15,69750.00,0,49
72,2020-05-15,73282.00,1,59
72,2020-05-15,72118.00,0,69
72,2020-05-15,51143.00,0,79
72,2020-05-15,31996.00,2,89
72,2020-05-15,9356.00,2,90
73,2020-05-15,432548.00,4,0
73,2020-05-15,47262.00,0,09
73,2020-05-15,51084.00,0,19
73,2020-05-15,43688.00,0,29
73,2020-05-15,52325.00,0,39
73,2020-05-15,57492.00,1,49
73,2020-05-15,59925.00,1,59
73,2020-05-15,53862.00,0,69
73,2020-05-15,38517.00,2,79
73,2020-05-15,22041.00,0,89
73,2020-05-15,6352.00,0,90
74,2020-05-15,828405.00,12,0
74,2020-05-15,104882.00,0,09
74,2020-05-15,98955.00,0,19
74,2020-05-15,88234.00,4,29
74,2020-05-15,121243.00,2,39
74,2020-05-15,117006.00,0,49
74,2020-05-15,110349.00,2,59
74,2020-05-15,85386.00,2,69
74,2020-05-15,61775.00,0,79
74,2020-05-15,31929.00,1,89
74,2020-05-15,8646.00,1,90
75,2020-05-15,2148271.00,47,0
75,2020-05-15,198578.00,0,09
75,2020-05-15,208074.00,1,19
75,2020-05-15,386230.00,8,29
75,2020-05-15,332595.00,8,39
75,2020-05-15,277369.00,13,49
75,2020-05-15,259307.00,8,59
75,2020-05-15,213755.00,3,69
75,2020-05-15,163119.00,1,79
75,2020-05-15,82607.00,3,89
75,2020-05-15,26637.00,1,90
76,2020-05-15,1243788.00,10,0
76,2020-05-15,145855.00,0,09
76,2020-05-15,158113.00,0,19
76,2020-05-15,142048.00,1,29
76,2020-05-15,152559.00,0,39
76,2020-05-15,151379.00,3,49
76,2020-05-15,159079.00,1,59
76,2020-05-15,152712.00,0,69
76,2020-05-15,105179.00,0,79
76,2020-05-15,59968.00,3,89
76,2020-05-15,16896.00,1,90
77,2020-05-15,1423607.00,19,0
77,2020-05-15,193962.00,2,09
77,2020-05-15,198063.00,1,19
77,2020-05-15,165327.00,1,29
77,2020-05-15,192425.00,3,39
77,2020-05-15,196727.00,0,49
77,2020-05-15,185341.00,4,59
77,2020-05-15,143322.00,2,69
77,2020-05-15,90874.00,3,79
77,2020-05-15,45594.00,3,89
77,2020-05-15,11972.00,0,90
78,2020-05-15,1448625.00,32,0
78,2020-05-15,190620.00,1,09
78,2020-05-15,195194.00,3,19
78,2020-05-15,157603.00,3,29
78,2020-05-15,184091.00,4,39
78,2020-05-15,202141.00,4,49
78,2020-05-15,192045.00,3,59
78,2020-05-15,146820.00,2,69
78,2020-05-15,105652.00,4,79
78,2020-05-15,58798.00,5,89
78,2020-05-15,15661.00,3,90
79,2020-05-15,372627.00,3,0
79,2020-05-15,39632.00,1,09
79,2020-05-15,45474.00,0,19
79,2020-05-15,32422.00,2,29
79,2020-05-15,41182.00,0,39
79,2020-05-15,47239.00,0,49
79,2020-05-15,51600.00,0,59
79,2020-05-15,50265.00,0,69
79,2020-05-15,35645.00,0,79
79,2020-05-15,22415.00,0,89
79,2020-05-15,6753.00,0,90
80,2020-05-15,569769.00,8,0
80,2020-05-15,63540.00,0,09
80,2020-05-15,74671.00,0,19
80,2020-05-15,67500.00,0,29
80,2020-05-15,67453.00,1,39
80,2020-05-15,71182.00,1,49
80,2020-05-15,73570.00,3,59
80,2020-05-15,70734.00,0,69
80,2020-05-15,47445.00,2,79
80,2020-05-15,26365.00,0,89
80,2020-05-15,7309.00,1,90
81,2020-05-15,387898.00,0,0
81,2020-05-15,39182.00,0,09
81,2020-05-15,45691.00,0,19
81,2020-05-15,33077.00,0,29
81,2020-05-15,41434.00,0,39
81,2020-05-15,48581.00,0,49
81,2020-05-15,53768.00,0,59
81,2020-05-15,53163.00,0,69
81,2020-05-15,39537.00,0,79
81,2020-05-15,25720.00,0,89
81,2020-05-15,7745.00,0,90
82,2020-05-15,262618.00,1,0
82,2020-05-15,30151.00,0,09
82,2020-05-15,33408.00,0,19
82,2020-05-15,22971.00,0,29
82,2020-05-15,30052.00,0,39
82,2020-05-15,35032.00,0,49
82,2020-05-15,35322.00,1,59
82,2020-05-15,33551.00,0,69
82,2020-05-15,23831.00,0,79
82,2020-05-15,13997.00,0,89
82,2020-05-15,4303.00,0,90
83,2020-05-15,1073836.00,3,0
83,2020-05-15,108243.00,0,09
83,2020-05-15,115973.00,0,19
83,2020-05-15,95085.00,0,29
83,2020-05-15,120276.00,0,39
83,2020-05-15,131324.00,0,49
83,2020-05-15,145518.00,1,59
83,2020-05-15,146038.00,0,69
83,2020-05-15,125510.00,0,79
83,2020-05-15,68179.00,2,89
83,2020-05-15,17690.00,0,90
84,2020-05-15,560997.00,2,0
84,2020-05-15,63998.00,0,09
84,2020-05-15,68213.00,0,19
84,2020-05-15,54685.00,0,29
84,2020-05-15,63922.00,1,39
84,2020-05-15,70030.00,0,49
84,2020-05-15,77217.00,0,59
84,2020-05-15,71634.00,0,69
84,2020-05-15,53880.00,1,79
84,2020-05-15,29528.00,0,89
84,2020-05-15,7890.00,0,90
85,2020-05-15,683187.00,11,0
85,2020-05-15,71997.00,0,09
85,2020-05-15,83165.00,1,19
85,2020-05-15,56960.00,0,29
85,2020-05-15,75720.00,3,39
85,2020-05-15,86574.00,2,49
85,2020-05-15,89803.00,1,59
85,2020-05-15,97061.00,0,69
85,2020-05-15,71401.00,2,79
85,2020-05-15,39912.00,1,89
85,2020-05-15,10594.00,1,90
86,2020-05-15,437398.00,4,0
86,2020-05-15,45553.00,0,09
86,2020-05-15,55809.00,1,19
86,2020-05-15,51459.00,1,29
86,2020-05-15,48717.00,2,39
86,2020-05-15,52927.00,0,49
86,2020-05-15,55357.00,0,59
86,2020-05-15,55709.00,0,69
86,2020-05-15,38886.00,0,79
86,2020-05-15,24916.00,0,89
86,2020-05-15,8065.00,0,90
87,2020-05-15,370774.00,0,0
87,2020-05-15,36125.00,0,09
87,2020-05-15,43048.00,0,19
87,2020-05-15,38136.00,0,29
87,2020-05-15,39312.00,0,39
87,2020-05-15,44763.00,0,49
87,2020-05-15,49746.00,0,59
87,2020-05-15,50526.00,0,69
87,2020-05-15,38447.00,0,79
87,2020-05-15,23291.00,0,89
87,2020-05-15,7380.00,0,90
88,2020-05-15,359520.00,2,0
88,2020-05-15,35081.00,0,09
88,2020-05-15,41961.00,0,19
88,2020-05-15,31734.00,1,29
88,2020-05-15,38540.00,0,39
88,2020-05-15,43251.00,1,49
88,2020-05-15,51489.00,0,59
88,2020-05-15,52456.00,0,69
88,2020-05-15,36533.00,0,79
88,2020-05-15,22627.00,0,89
88,2020-05-15,5848.00,0,90
89,2020-05-15,332096.00,4,0
89,2020-05-15,35145.00,0,09
89,2020-05-15,38846.00,0,19
89,2020-05-15,28069.00,0,29
89,2020-05-15,36906.00,2,39
89,2020-05-15,40908.00,0,49
89,2020-05-15,45251.00,1,59
89,2020-05-15,47469.00,0,69
89,2020-05-15,34187.00,0,79
89,2020-05-15,19687.00,0,89
89,2020-05-15,5628.00,1,90
90,2020-05-15,140145.00,1,0
90,2020-05-15,15602.00,0,09
90,2020-05-15,17564.00,0,19
90,2020-05-15,15757.00,0,29
90,2020-05-15,16796.00,1,39
90,2020-05-15,17954.00,0,49
90,2020-05-15,18412.00,0,59
90,2020-05-15,17295.00,0,69
90,2020-05-15,11945.00,0,79
90,2020-05-15,7033.00,0,89
90,2020-05-15,1787.00,0,90
91,2020-05-15,1319401.00,28,0
91,2020-05-15,181967.00,0,09
91,2020-05-15,178366.00,1,19
91,2020-05-15,163898.00,3,29
91,2020-05-15,174980.00,1,39
91,2020-05-15,179847.00,2,49
91,2020-05-15,169548.00,4,59
91,2020-05-15,125968.00,2,69
91,2020-05-15,84911.00,2,79
91,2020-05-15,47796.00,10,89
91,2020-05-15,12120.00,3,90
92,2020-05-15,1613762.00,64,0
92,2020-05-15,201673.00,0,09
92,2020-05-15,192311.00,0,19
92,2020-05-15,216187.00,5,29
92,2020-05-15,241384.00,7,39
92,2020-05-15,227139.00,3,49
92,2020-05-15,201643.00,6,59
92,2020-05-15,148428.00,7,69
92,2020-05-15,105386.00,5,79
92,2020-05-15,59907.00,17,89
92,2020-05-15,19704.00,14,90
93,2020-05-15,1670149.00,31,0
93,2020-05-15,258509.00,0,09
93,2020-05-15,226523.00,2,19
93,2020-05-15,222290.00,6,29
93,2020-05-15,256009.00,3,39
93,2020-05-15,231000.00,3,49
93,2020-05-15,197192.00,5,59
93,2020-05-15,143660.00,3,69
93,2020-05-15,83141.00,3,79
93,2020-05-15,41509.00,6,89
93,2020-05-15,10316.00,0,90
94,2020-05-15,1406041.00,33,0
94,2020-05-15,184482.00,0,09
94,2020-05-15,175118.00,1,19
94,2020-05-15,188876.00,6,29
94,2020-05-15,201248.00,4,39
94,2020-05-15,189650.00,4,49
94,2020-05-15,178549.00,3,59
94,2020-05-15,134760.00,3,69
94,2020-05-15,87847.00,5,79
94,2020-05-15,50463.00,4,89
94,2020-05-15,15048.00,3,90
95,2020-05-15,1248354.00,19,0
95,2020-05-15,185065.00,0,09
95,2020-05-15,172460.00,2,19
95,2020-05-15,151506.00,4,29
95,2020-05-15,175116.00,1,39
95,2020-05-15,167938.00,4,49
95,2020-05-15,155011.00,3,59
95,2020-05-15,121128.00,3,69
95,2020-05-15,72032.00,1,79
95,2020-05-15,37684.00,1,89
95,2020-05-15,10414.00,0,90
971,2020-05-15,376879.00,0,0
971,2020-05-15,40134.00,0,09
971,2020-05-15,50483.00,0,19
971,2020-05-15,34558.00,0,29
971,2020-05-15,37149.00,0,39
971,2020-05-15,48928.00,0,49
971,2020-05-15,60524.00,0,59
971,2020-05-15,51113.00,0,69
971,2020-05-15,33062.00,0,79
971,2020-05-15,16008.00,0,89
971,2020-05-15,4920.00,0,90
972,2020-05-15,358749.00,0,0
972,2020-05-15,33991.00,0,09
972,2020-05-15,43014.00,0,19
972,2020-05-15,31496.00,0,29
972,2020-05-15,34280.00,0,39
972,2020-05-15,42967.00,0,49
972,2020-05-15,62671.00,0,59
972,2020-05-15,52556.00,0,69
972,2020-05-15,33509.00,0,79
972,2020-05-15,18767.00,0,89
972,2020-05-15,5498.00,0,90
973,2020-05-15,290691.00,0,0
973,2020-05-15,62043.00,0,09
973,2020-05-15,58638.00,0,19
973,2020-05-15,40421.00,0,29
973,2020-05-15,39602.00,0,39
973,2020-05-15,34757.00,0,49
973,2020-05-15,27026.00,0,59
973,2020-05-15,17446.00,0,69
973,2020-05-15,7368.00,0,79
973,2020-05-15,2721.00,0,89
973,2020-05-15,669.00,0,90
974,2020-05-15,859959.00,1,0
974,2020-05-15,121691.00,0,09
974,2020-05-15,134452.00,1,19
974,2020-05-15,98215.00,0,29
974,2020-05-15,104568.00,0,39
974,2020-05-15,113615.00,0,49
974,2020-05-15,125597.00,0,59
974,2020-05-15,89851.00,0,69
974,2020-05-15,46693.00,0,79
974,2020-05-15,20815.00,0,89
974,2020-05-15,4462.00,0,90
975,2020-05-15,6008.00,0,0
975,2020-05-15,705.00,0,09
975,2020-05-15,725.00,0,19
975,2020-05-15,476.00,0,29
975,2020-05-15,766.00,0,39
975,2020-05-15,1019.00,0,49
975,2020-05-15,980.00,0,59
975,2020-05-15,676.00,0,69
975,2020-05-15,406.00,0,79
975,2020-05-15,211.00,0,89
975,2020-05-15,44.00,0,90
976,2020-05-15,279471.00,12,0
976,2020-05-15,84963.00,0,09
976,2020-05-15,65294.00,0,19
976,2020-05-15,36651.00,0,29
976,2020-05-15,37697.00,7,39
976,2020-05-15,28132.00,2,49
976,2020-05-15,14768.00,2,59
976,2020-05-15,7746.00,1,69
976,2020-05-15,3034.00,0,79
976,2020-05-15,1005.00,0,89
976,2020-05-15,181.00,0,90
977,2020-05-15,9793.00,0,0
977,2020-05-15,1017.30,0,09
977,2020-05-15,821.56,0,19
977,2020-05-15,1579.02,0,29
977,2020-05-15,1723.75,0,39
977,2020-05-15,1780.34,0,49
977,2020-05-15,1523.15,0,59
977,2020-05-15,730.21,0,69
977,2020-05-15,411.22,0,79
977,2020-05-15,173.93,0,89
977,2020-05-15,32.53,0,90
978,2020-05-15,35746.00,0,0
978,2020-05-15,6127.71,0,09
978,2020-05-15,5976.77,0,19
978,2020-05-15,4015.39,0,29
978,2020-05-15,4815.59,0,39
978,2020-05-15,5698.09,0,49
978,2020-05-15,4773.35,0,59
978,2020-05-15,2878.06,0,69
978,2020-05-15,1097.69,0,79
978,2020-05-15,296.77,0,89
978,2020-05-15,66.60,0,90
01,2020-05-16,656955.00,0,0
01,2020-05-16,83001.00,0,09
01,2020-05-16,84665.00,0,19
01,2020-05-16,65496.00,0,29
01,2020-05-16,85588.00,0,39
01,2020-05-16,89678.00,0,49
01,2020-05-16,89791.00,0,59
01,2020-05-16,73500.00,0,69
01,2020-05-16,51011.00,0,79
01,2020-05-16,26830.00,0,89
01,2020-05-16,7395.00,0,90
02,2020-05-16,526050.00,7,0
02,2020-05-16,62312.00,0,09
02,2020-05-16,67540.00,0,19
02,2020-05-16,51443.00,0,29
02,2020-05-16,62599.00,0,39
02,2020-05-16,64812.00,0,49
02,2020-05-16,70352.00,0,59
02,2020-05-16,69077.00,0,69
